name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
Ocean View Hawaiian Bungalow on a private ranch,United States,Bungalow,469,Entire home/apt,2,0,4,moderate,2,2,0,31,1,7.0,2019-03-06,Christie,3,2019-03-06,364,-155.87199,20.23256
Emma's White House,Australia,Guest suite,70,Entire home/apt,1,2,3,flexible,25,1,19,1125,1,9.0,2019-03-07,Na,1,2019-03-07,163,150.82356,-34.04409
Outstanding Glebe Apartment,Australia,Apartment,135,Entire home/apt,1,2,4,strict_14_with_grace_period,99,1,15,1120,2,10.0,2019-03-07,Elise,16,2019-03-07,80,151.19174,-33.87946
Apartment next to Las Ramblas and Paral·lel,Spain,Apartment,60,Entire home/apt,3,4,6,strict_14_with_grace_period,7,1,27,1125,2,9.0,2019-03-08,Mireia And Maria,45,2019-03-08,289,2.16481,41.37671
Cozy & convenient 3 bedroom w/ gym *Crown Heights*,United States,Apartment,125,Entire home/apt,3,4,4,strict_14_with_grace_period,2,14,5,1125,2,10.0,2019-03-06,Eileen,1,2019-03-06,0,-73.95028,40.66503
Self contained garden/artist studio,Australia,House,80,Entire home/apt,1,1,2,moderate,33,2,0,1125,1,10.0,2019-03-07,Greg & Maggie,1,2019-03-07,246,151.20011,-33.79154
"Downtown Apart, Heart of the city!",Canada,Apartment,130,Entire home/apt,2,2,3,strict_14_with_grace_period,0,3,0,150,1,0.0,2019-03-11,Jad,1,2019-03-11,0,-73.58207,45.49127
Magic Escape Apartments 3 - Douro River Views,Portugal,Apartment,85,Entire home/apt,2,4,6,moderate,103,2,15,1125,4,10.0,2019-02-16,Diogo,3,2019-02-16,314,-8.61047,41.13667
Bright studio apartment close to Sydney Uni!,Australia,Apartment,125,Entire home/apt,0,0,2,strict_14_with_grace_period,51,2,0,1125,1,9.0,2019-03-07,Brock,53,2019-03-07,44,151.18425,-33.8837
STUDIO IN COPACABANA,Brazil,Apartment,93,Private room,1,1,2,strict_14_with_grace_period,144,1,50,90,2,10.0,2019-02-11,Sergio,2,2019-02-11,326,-43.19289118221461,-22.980247516791014
Manhattan Cozy Room by Columbia Uni,United States,Apartment,53,Private room,1,1,2,strict_14_with_grace_period,62,2,25,1125,1,9.0,2019-03-07,Marina,6,2019-03-07,291,-73.94754,40.80213
Clean Private Room in East Village,United States,Apartment,100,Private room,1,1,2,moderate,8,5,15,1125,1,8.0,2019-03-07,Manisha,1,2019-03-07,5,-73.98286,40.72177
"Clean, Quiet, & Sunny Dancer's Apt!",United States,Apartment,89,Entire home/apt,1,1,3,strict_14_with_grace_period,48,1,40,30,1,9.0,2019-03-07,Yara,1,2019-03-07,365,-73.92126,40.86883
PRIVATE ROOM:Oasis of peace near Downtown Montreal,Canada,Apartment,40,Private room,1,2,3,flexible,15,2,15,15,2,10.0,2019-03-11,Noémie,1,2019-03-11,0,-73.54921,45.52811
Deluxe apartment in Harbiye 10 mins to taksim,Turkey,Apartment,765,Entire home/apt,2,2,6,strict_14_with_grace_period,0,2,0,1125,6,0.0,2019-02-18,Steve,5,2019-02-18,89,28.98566,41.04263
Un studio full équipé,Canada,Apartment,46,Entire home/apt,0,1,2,flexible,0,2,25,3,1,0.0,2019-03-11,Abdou,1,2019-03-11,0,-73.57725,45.58961
Cozy w/ Yard & Walking Distance to Waikiki - BROC,United States,Apartment,110,Entire home/apt,1,2,4,strict_14_with_grace_period,67,1,0,1125,4,9.0,2019-03-06,Claude,28,2019-03-06,352,-157.8141,21.27482
Cute Tiny Room Family Home by LGA NO CLEANING FEE,United States,Townhouse,48,Private room,1,1,1,strict_14_with_grace_period,379,1,200,3,1,10.0,2019-03-07,Danielle,5,2019-03-07,236,-73.87238,40.7638
Cozy Studio in Wan Chai,Hong Kong,Apartment,314,Entire home/apt,1,1,2,flexible,0,3,0,7,1,0.0,2019-03-11,Batiste,1,2019-03-11,0,114.17872,22.2795
"Room in just-refurbished, classic brownstone flat.",United States,Apartment,75,Private room,1,1,1,flexible,0,1,0,3,1,0.0,2019-03-06,Gene,1,2019-03-06,0,-73.98141,40.67213
Nice big room near Downtown,Brazil,Apartment,224,Private room,1,1,1,flexible,3,1,112,1125,1,9.0,2019-02-11,Beatriz,2,2019-02-11,344,-43.17475739253271,-22.932397564673835
Luxurious Granny Flat. Bella Vista,Australia,House,161,Entire home/apt,2,3,6,moderate,151,1,20,1125,1,9.0,2019-03-07,Ali,4,2019-03-07,242,150.95948,-33.75052
New Furnishings! Very Private! Great Deal! GC 137,United States,Condominium,200,Entire home/apt,2,4,6,super_strict_60,12,4,20,1125,4,10.0,2019-03-06,CB Island Vacations,86,2019-03-06,272,-156.43694,20.68948
V4旺角地鐵公交近在咫尺/乾淨舒適/精裝修/購物首選/獨立衛浴/雙人房,Hong Kong,Serviced apartment,338,Private room,1,1,2,strict_14_with_grace_period,65,1,0,1125,1,8.0,2019-03-11,Royal,15,2019-03-11,73,114.16922,22.32124
CBD 2 Rooms Midlevel HKIsland,Hong Kong,Apartment,761,Entire home/apt,2,2,5,strict_14_with_grace_period,11,2,100,1125,4,9.0,2019-03-11,Zen Nicholas,4,2019-03-11,339,114.15214,22.28256
Magical Hobbit Loft,Canada,Loft,68,Entire home/apt,1,1,1,moderate,23,3,0,1125,1,9.0,2019-03-11,Laurel,2,2019-03-11,91,-73.57373,45.52331
Cosy single room en el Raval,Spain,Apartment,20,Private room,1,1,1,flexible,100,3,0,6,1,10.0,2019-03-08,Carla,1,2019-03-08,5,2.16653,41.38154
Unit close to CBD available for Christmas & NYE!,Australia,Apartment,70,Entire home/apt,2,2,4,strict_14_with_grace_period,2,10,0,10,1,10.0,2019-03-07,Angelina,1,2019-03-07,0,151.13138,-33.90947
Papakea A108,United States,Condominium,260,Entire home/apt,1,1,4,super_strict_60,23,4,0,1125,1,10.0,2019-03-06,Tina,14,2019-03-06,189,-156.68808,20.95145
Large and bright room near the beach - Poblenou,Spain,Apartment,52,Private room,1,1,2,moderate,22,2,7,1125,1,10.0,2019-03-08,Sofia,1,2019-03-08,68,2.19603,41.39933
Apartamento T4 Praia Azul,Portugal,Apartment,105,Entire home/apt,4,6,6,moderate,11,2,15,90,4,10.0,2019-02-16,Paula,1,2019-02-16,293,-8.75108,41.34642
Triple Room  - Ocean's 7 Hotel,Turkey,Apartment,148,Private room,1,3,3,moderate,1,2,0,1125,1,0.0,2019-02-18,Dilnozakhon,9,2019-02-18,284,28.97887,41.00318
Adorable Garden Gingerbread House,United States,Cottage,175,Entire home/apt,0,1,2,strict_14_with_grace_period,257,3,35,365,3,10.0,2019-03-06,Eve,3,2019-03-06,160,-156.31183,20.86967
Two rooms with great view sagrada familia,Spain,Apartment,100,Private room,2,2,3,strict_14_with_grace_period,5,3,9,1125,2,9.0,2019-03-08,Romina,4,2019-03-08,334,2.17074,41.39056
Enjoy your stay at CyrstalSilver house,Australia,House,40,Private room,1,1,2,flexible,29,1,0,1125,1,10.0,2019-03-07,Ven,2,2019-03-07,343,150.73077,-33.72241
Flat Duplex Ipanema All Service Luxo Com Serviços,Brazil,Serviced apartment,601,Entire home/apt,2,4,8,moderate,2,4,50,1124,4,10.0,2019-02-11,Veronica,3,2019-02-11,0,-43.20396556253349,-22.97874838432402
Cozy Bedroom in Copacabana! R3,Brazil,Apartment,131,Private room,1,1,2,strict_14_with_grace_period,69,1,40,30,1,10.0,2019-02-11,Ylza,5,2019-02-11,362,-43.18169203502355,-22.967251622070783
North Shore Beach Bungalow Just Steps to the Sand!,United States,Bungalow,95,Private room,2,2,4,moderate,123,1,55,1125,2,10.0,2019-03-06,Tomas And Julia,1,2019-03-06,146,-158.12406,21.58216
YOUR SUNNY DOUBLE BEDROOM IN THE CENTER,Spain,Bed and breakfast,45,Private room,1,1,2,strict_14_with_grace_period,44,2,10,90,1,9.0,2019-03-08,Gerard,4,2019-03-08,281,2.15144,41.38256
★ Amazing with terrace & wifi ★,Portugal,Apartment,100,Entire home/apt,4,7,8,moderate,80,2,20,1125,6,9.0,2019-02-16,Rafael,1,2019-02-16,106,-8.60288,41.14728
Old School Hospitality,United States,Guest suite,110,Entire home/apt,2,2,4,strict_14_with_grace_period,61,1,10,14,2,10.0,2019-03-06,Jim,1,2019-03-06,153,-154.97636,19.57658
Super clean and cosy,Australia,Apartment,129,Entire home/apt,2,2,4,strict_14_with_grace_period,28,3,25,300,4,10.0,2019-03-07,Evan,1,2019-03-07,26,151.19107,-33.92407
New Renovated Private 1 bed/bath in Prime Location,United States,Apartment,150,Private room,1,1,1,flexible,3,1,0,6,1,10.0,2019-03-06,Eric,1,2019-03-06,0,-73.95149,40.78071
Quiet space for one,Australia,House,47,Private room,1,1,1,flexible,6,3,22,28,1,10.0,2019-03-07,Helen,2,2019-03-07,166,150.92501,-33.67463
地鉄上的3房2廳2卫浴住9人可月租2萬9千起,Hong Kong,Apartment,1484,Entire home/apt,3,5,9,strict_14_with_grace_period,27,1,100,1125,1,8.0,2019-03-11,文文,13,2019-03-11,151,114.16989,22.31377
Heart of the City-Cozy Room Private Sunny Balcony!,Spain,Apartment,14,Private room,1,1,2,strict_14_with_grace_period,47,1,15,1125,1,8.0,2019-03-08,Vahb,1,2019-03-08,79,2.15881,41.39925
The Porto Concierge - Green Building - 1E,Portugal,Apartment,55,Entire home/apt,0,1,2,flexible,23,2,10,1125,2,8.0,2019-02-16,Isidro,8,2019-02-16,341,-8.60874,41.14922
bel appartement ensoleillé.,Canada,Apartment,50,Entire home/apt,2,2,4,flexible,2,4,8,20,1,10.0,2019-03-11,Faustine,3,2019-03-11,53,-73.62719,45.52577
Cozy Living Room in Mid-Levels,Hong Kong,Apartment,314,Shared room,1,1,2,flexible,41,2,0,28,1,8.0,2019-03-11,Luke,1,2019-03-11,0,114.15007,22.28215
Brand new flat! 2 BR + study (720 sqft),Hong Kong,Apartment,699,Entire home/apt,2,2,4,strict_14_with_grace_period,2,12,80,1125,3,10.0,2019-03-11,Daniel,1,2019-03-11,0,114.27492,22.29569
Quaint Polynesian Style Cabin on a Working Farm,United States,Cabin,60,Entire home/apt,1,1,2,strict_14_with_grace_period,54,2,10,120,2,10.0,2019-03-06,Rev. Les,5,2019-03-06,324,-155.83491,20.24861
"Sao Bento Studio 1 A, Porto",Portugal,Apartment,55,Entire home/apt,0,1,4,flexible,78,2,8,1125,2,10.0,2019-02-16,Quanjin,5,2019-02-16,35,-8.60957,41.14472
Nice appartment in Ahuntsic Montreal,Canada,Apartment,81,Entire home/apt,1,1,2,strict_14_with_grace_period,2,2,0,1125,1,8.0,2019-03-11,Marc-Antoine,1,2019-03-11,0,-73.62827,45.55369
"Lovely Studio for two! twinbed, wifi, CWB MTR",Hong Kong,Apartment,447,Entire home/apt,0,1,2,strict_14_with_grace_period,88,1,100,1125,1,9.0,2019-03-11,Nancy,11,2019-03-11,336,114.18182,22.28134
Charme e conforto em Ipanema!,Brazil,Apartment,134,Entire home/apt,2,2,2,strict_14_with_grace_period,24,2,0,16,1,10.0,2019-02-11,Cyro,1,2019-02-11,351,-43.20303596334958,-22.98116265720219
Room  in Taksim/Pera very Close to İstiklal Str.,Turkey,Apartment,53,Private room,1,1,2,strict_14_with_grace_period,14,2,40,360,1,9.0,2019-02-18,Vural,2,2019-02-18,338,28.97237,41.03114
Warehouse style studio,Australia,Guest suite,151,Entire home/apt,1,1,2,flexible,9,2,50,1126,2,10.0,2019-03-07,Ian,1,2019-03-07,359,151.32068,-33.6212
Bright uptown apartment in the heart of Harlem,United States,Apartment,200,Entire home/apt,1,3,6,flexible,56,2,15,1125,2,9.0,2019-03-07,Jessica,3,2019-03-07,25,-73.94647,40.80803
Porto Trindade Cozy Flat,Portugal,Apartment,64,Entire home/apt,2,4,6,moderate,33,2,0,1125,1,9.0,2019-02-16,Feels Like Home,429,2019-02-16,297,-8.60819,41.15627
Peaceful hometown with perfect sea and forest view,Turkey,Apartment,501,Entire home/apt,4,4,8,moderate,15,4,0,365,1,10.0,2019-02-18,Emel,1,2019-02-18,123,28.78406,40.97867
"New 1BD Condo in Napili Ridge, Walk to Beach",United States,Apartment,99,Entire home/apt,1,2,3,strict_14_with_grace_period,38,2,20,1125,2,9.0,2019-03-06,Linda-Lee,2,2019-03-06,286,-156.66917,20.98857
SINGLE room (Furnished) KennedyTown (MTR ExitB),Hong Kong,Apartment,196,Private room,1,1,1,strict_14_with_grace_period,4,10,0,1125,1,10.0,2019-03-11,Raymond,10,2019-03-11,43,114.13011,22.28175
Opimo,Portugal,House,21,Entire home/apt,1,2,2,strict_14_with_grace_period,51,3,0,1125,1,10.0,2019-02-16,Maria,15,2019-02-16,251,-8.61875,41.1562
V3旺角地鐵公交近在咫尺/購物首選/窗戶陽光充沛/精裝修乾淨舒適雙人房,Hong Kong,Serviced apartment,353,Private room,1,1,2,strict_14_with_grace_period,64,1,0,1125,1,9.0,2019-03-11,Royal,15,2019-03-11,74,114.16735,22.32234
Cozy room in Sagrada Familia,Spain,Apartment,15,Private room,1,2,2,strict_14_with_grace_period,99,5,5,90,1,9.0,2019-03-08,Jeremy,3,2019-03-08,91,2.181,41.40318
Coney Island MCU Park Wi fi Cable Apt****,United States,Apartment,110,Entire home/apt,1,1,3,strict_14_with_grace_period,43,3,0,120,3,10.0,2019-03-07,Edwin & Isabel,5,2019-03-07,163,-73.98605,40.57609
Taşdelen kardiyum sakin oda,Turkey,Apartment,69,Entire home/apt,1,1,1,flexible,0,1,0,30,1,0.0,2019-02-18,Yucel,2,2019-02-18,89,29.22225,41.03629
"Modern Apartment in Kennedy Town, super convenient",Hong Kong,Apartment,801,Entire home/apt,1,1,2,flexible,6,3,0,1125,1,8.0,2019-03-11,Stella,1,2019-03-11,0,114.12722,22.28271
Center of Waikiki Renovated Ocean View Condo(MS03),United States,Condominium,148,Entire home/apt,0,1,3,strict_14_with_grace_period,59,2,0,1125,1,9.0,2019-03-06,Lei Hawaii,45,2019-03-06,247,-157.82792,21.28065
Charming Studio with Balcony + Garden (4 guests) 1,Portugal,Apartment,55,Entire home/apt,1,2,4,moderate,3,2,15,700,2,9.0,2019-02-16,Oporto City Flats,48,2019-02-16,315,-8.61967,41.14792
M&S Apartments Porto,Portugal,Apartment,49,Entire home/apt,1,1,2,strict_14_with_grace_period,13,1,10,1125,2,9.0,2019-02-16,Pedro,5,2019-02-16,0,-8.60524,41.16171
Cute Beachside Get Away,Australia,Apartment,139,Entire home/apt,2,2,4,flexible,1,4,0,21,1,10.0,2019-03-07,Imogene,1,2019-03-07,0,151.25463,-33.92647
Clean and cosy bedroom,Turkey,Apartment,84,Private room,1,1,2,moderate,0,1,0,1125,1,0.0,2019-02-18,Hakan,1,2019-02-18,90,29.01822,41.02143
Bright and Breezy Bondi Beach Pad,Australia,Apartment,141,Entire home/apt,1,2,4,strict_14_with_grace_period,40,2,25,1125,2,8.0,2019-03-07,Sarah,1,2019-03-07,162,151.27232,-33.88826
3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN,United States,Apartment,315,Entire home/apt,3,3,6,flexible,100,2,40,1125,6,10.0,2019-03-06,Ana Y Victor,4,2019-03-06,236,-73.96311,40.71047
Spacious private room close St. Barnabas Hospital,United States,Apartment,38,Private room,1,1,2,moderate,27,2,20,90,1,10.0,2019-03-07,Emma,2,2019-03-07,336,-73.89299,40.84647
Hale Nui Ohana,United States,House,343,Entire home/apt,4,4,14,strict_14_with_grace_period,2,5,25,1125,8,9.0,2019-03-06,Wayne B.,5,2019-03-06,352,-155.9684,19.61198
Charming Family House with Garden (6981/AL),Portugal,Townhouse,55,Entire home/apt,3,4,6,strict_14_with_grace_period,171,1,0,15,1,10.0,2019-02-16,Helena,1,2019-02-16,223,-8.65228,41.15206
Single Room PrivateBathroom MonthlyRental 3 單人套房月租,Hong Kong,Apartment,181,Private room,0,1,1,strict_14_with_grace_period,0,28,0,1125,1,0.0,2019-03-11,Dragon Hostel,53,2019-03-11,365,114.17016,22.32113
Kona Tropical Bungalow,United States,Guest suite,68,Entire home/apt,1,1,2,moderate,31,4,10,30,1,9.0,2019-03-06,Bert,2,2019-03-06,0,-155.9655,19.60476
"""Gorgeous and artfully styled oasis ....""",Australia,Guest suite,300,Entire home/apt,1,1,2,moderate,3,1,0,2,2,10.0,2019-03-07,Louise,8,2019-03-07,0,151.18298,-33.82787
The Porto Concierge - Belvedere First,Portugal,Apartment,60,Entire home/apt,2,2,4,moderate,121,2,10,1125,2,9.0,2019-02-16,José,5,2019-02-16,341,-8.61725,41.1519
"Ocean Front Ecstasy! Homey w/Tile Floor, Full Kitchen, WiFi, Flat Screen–Paki Maui 409",United States,Condominium,377,Entire home/apt,1,1,4,super_strict_30,7,2,0,21,1,9.0,2019-03-06,Castle Paki Maui,23,2019-03-06,216,-156.68747,20.95283
relaxing in Porto,Portugal,Apartment,35,Entire home/apt,1,1,2,moderate,26,2,10,1125,2,9.0,2019-02-16,Isabel,7,2019-02-16,15,-8.62281,41.16264
旺角獨立房間,Hong Kong,Guest suite,447,Private room,1,1,1,flexible,0,1,100,5,1,0.0,2019-03-11,Victor,1,2019-03-11,0,114.1705,22.31998
MODERNIST AND LUXURIOUS FLAT IN IDYLLIC LOCATION,Spain,Apartment,74,Entire home/apt,2,2,4,strict_14_with_grace_period,0,32,0,1125,2,0.0,2019-03-08,Leyre,43,2019-03-08,183,2.15816,41.38974
The Paddington Cottage | Sydney Eastern Suburbs,Australia,House,350,Entire home/apt,3,0,3,strict_14_with_grace_period,21,2,0,1125,1,10.0,2019-03-07,Bradley,4,2019-03-07,0,151.22243,-33.88325
Central Park North $140 - 1 BR with yard,United States,Apartment,140,Private room,2,4,4,moderate,45,2,70,1125,2,10.0,2019-03-07,James,1,2019-03-07,172,-73.95487,40.80142
"V.N.Gaia Center , 10min Porto Center",Portugal,Apartment,45,Private room,1,2,2,moderate,16,1,10,5,1,10.0,2019-02-16,Olga,1,2019-02-16,90,-8.60757,41.1163
"In Sisli. Walking distance to Taksim,Nişantaşı.",Turkey,Apartment,142,Private room,1,1,1,flexible,1,1,60,30,1,0.0,2019-02-18,Gokce,1,2019-02-18,365,28.98476,41.04177
Character renovated house close to city,Australia,House,264,Entire home/apt,4,4,6,moderate,56,2,0,35,6,10.0,2019-03-07,Bill,1,2019-03-07,0,151.18843,-33.87791
Spacious Sunlit 1 BR Apartment in Heart of Harlem,United States,Apartment,110,Entire home/apt,1,1,2,strict_14_with_grace_period,2,30,0,365,2,9.0,2019-03-07,Jeff,1,2019-03-07,229,-73.94647,40.80355
"Casa acolhedora, 2 minutos do rio douro",Portugal,House,31,Entire home/apt,2,2,5,moderate,79,2,15,1125,4,10.0,2019-02-16,Sandra,1,2019-02-16,281,-8.56464,41.13593
Atico en Paseo de Gracia,Spain,Apartment,106,Entire home/apt,1,4,4,moderate,35,4,0,1125,1,9.0,2019-03-08,Llorens,5,2019-03-08,56,2.16073,41.39542
Large room in a centennial house,Brazil,House,119,Private room,1,2,4,strict_14_with_grace_period,10,2,50,1125,1,10.0,2019-02-11,Elmiro,4,2019-02-11,360,-43.18978902444573,-22.918187895407428
Cozy 2 bedroom Apt. in YMT,Hong Kong,Apartment,589,Entire home/apt,2,3,4,strict_14_with_grace_period,10,1,60,1125,4,7.0,2019-03-11,Eddy,5,2019-03-11,291,114.17048,22.31162
1 Bedroom for rent at Le Gleneagles - 983,Canada,Apartment,89,Entire home/apt,1,1,2,strict_14_with_grace_period,0,180,0,1125,2,0.0,2019-03-11,Simplissimmo,73,2019-03-11,100,-73.59338,45.49621
"Beachside room not far from the airport,",Australia,House,73,Private room,1,1,2,moderate,16,1,15,15,1,10.0,2019-03-07,Fiona,1,2019-03-07,151,151.24997,-33.9661
Acogedor alojamiento en SAGRADA FAMILIA,Spain,Apartment,29,Private room,2,2,3,moderate,59,3,25,1124,2,10.0,2019-03-08,Sergio,1,2019-03-08,77,2.16632,41.40419
"Centrally located, new renovation",Hong Kong,Apartment,903,Entire home/apt,2,2,4,flexible,1,3,0,1125,1,10.0,2019-03-11,Pete,1,2019-03-11,0,114.15086,22.28056
Beautiful 4 level terrace in the heart of Sydney!,Australia,House,274,Entire home/apt,3,3,7,moderate,3,4,0,21,1,9.0,2019-03-07,Jaime,2,2019-03-07,0,151.19858,-33.88672
Modern Sunny Midtown Gem,United States,Apartment,195,Entire home/apt,1,2,3,moderate,14,3,0,1125,1,10.0,2019-03-06,Leah,1,2019-03-06,0,-73.98163,40.74452
Great location/ 1 min sub./ terrace,Canada,Apartment,99,Entire home/apt,1,1,2,moderate,64,3,10,90,2,10.0,2019-03-11,Laurence,2,2019-03-11,147,-73.56593,45.46158
"Bright, beautiful room for a comfortable stay",United States,House,53,Private room,1,1,2,strict_14_with_grace_period,47,3,0,25,1,9.0,2019-03-07,"Rossy,  Carmen And Juan",8,2019-03-07,35,-73.91391,40.85487
日本人がﾎｽﾄする香港西貢のAirbnb,Hong Kong,Apartment,353,Private room,2,2,1,moderate,6,1,150,1125,1,9.0,2019-03-11,Kaz,1,2019-03-11,240,114.28777,22.39392
KS RESIDENCE - Apt Completo p/ 3 pessoas,Brazil,Apartment,321,Entire home/apt,2,1,3,moderate,1,1,95,30,1,10.0,2019-02-11,Stephan Oliveira,2,2019-02-11,359,-43.30694704021649,-23.009072925696568
"Kapalua Ridge 511-13. Spacious villa offering one-of-a kind ocean, coastal, island AND golf views!",United States,Villa,380,Entire home/apt,2,2,6,super_strict_30,5,5,0,90,2,10.0,2019-03-06,Ridge Realty,29,2019-03-06,275,-156.6585,21.00118
Ao Coliseu 3C ( central 2 bedroom apartment ),Portugal,Apartment,75,Entire home/apt,2,2,6,moderate,71,2,10,1125,4,10.0,2019-02-16,Passos Manuel 236 AL,7,2019-02-16,230,-8.60387,41.14538
Spacious Contemporary Home with Pool,Australia,House,395,Entire home/apt,3,3,6,strict_14_with_grace_period,1,14,0,24,1,8.0,2019-03-07,Kerri,1,2019-03-07,0,151.2337,-33.93401
Comfortable Flat in İstanbul,Turkey,Apartment,105,Private room,1,1,1,flexible,0,4,0,30,1,0.0,2019-02-18,Utku,1,2019-02-18,0,28.99931,41.08107
Sunny & Spacious 1 Bedroom in Central Harlem!,United States,Apartment,150,Entire home/apt,1,1,3,moderate,38,2,0,1125,1,10.0,2019-03-07,Kara,1,2019-03-07,0,-73.93606,40.8136
【 1 min to MTR】Standard Double Bed Room尖沙咀標準大床房,Hong Kong,Apartment,400,Private room,1,1,2,strict_14_with_grace_period,71,1,50,1125,2,9.0,2019-03-11,Jane,7,2019-03-11,318,114.17143,22.29891
Cozy Nest Stunning Bathroom Near OldPort & DT,Canada,Apartment,75,Entire home/apt,1,4,4,moderate,111,3,0,28,1,10.0,2019-03-11,Tanguy & Uriel,2,2019-03-11,38,-73.55818,45.53688
Old Greek Home 1+1 (Near Bosporus),Turkey,House,100,Shared room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-02-18,Srcn,1,2019-02-18,364,29.06903,41.12113
Big 4 Bedroom~,Spain,Apartment,200,Entire home/apt,4,5,7,strict_14_with_grace_period,32,4,0,1120,1,10.0,2019-03-08,Stay U-Nique,98,2019-03-08,283,2.14977,41.39483
Fabulous Beach Front Penthouse,Portugal,Apartment,200,Entire home/apt,3,4,8,moderate,12,3,25,28,9,10.0,2019-02-16,Manuela,1,2019-02-16,324,-8.73638,41.30637
Home Sweet Home ❤️of Downtown BreakfastBuffet&Spa,Canada,Apartment,34,Entire home/apt,1,2,4,strict_14_with_grace_period,104,1,30,1125,2,9.0,2019-03-11,Sarah,2,2019-03-11,332,-73.57464,45.49069
Montréal en famille ou amis,Canada,Apartment,75,Entire home/apt,2,2,4,strict_14_with_grace_period,21,2,25,1125,4,10.0,2019-03-11,Brigitte,1,2019-03-11,3,-73.53136,45.5558
