name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
Best Location + Private Roof Deck,United States,Apartment,85,Private room,1,1,2,flexible,180,1,20,1125,1,8.0,2019-03-07,Joe,3,2019-03-07,225,-73.98234,40.73109
1 bed,Canada,House,1746,Private room,1,1,1,flexible,2,1,0,1125,1,10.0,2019-03-11,Nicolas,1,2019-03-11,365,-73.56126,45.65311
Nice Private Room: GREAT Location!,United States,Apartment,85,Private room,1,1,1,strict_14_with_grace_period,48,2,10,1125,1,9.0,2019-03-06,Emily,1,2019-03-06,0,-73.98128,40.75263
Tijuca bem localizado,Brazil,Loft,179,Private room,0,1,3,flexible,0,1,0,14,1,0.0,2019-02-11,Lécia,3,2019-02-11,359,-43.244500352433974,-22.92780402745229
Spacious and Bright Brooklyn Two Bedroom Apartment,United States,Apartment,185,Entire home/apt,2,2,4,strict_14_with_grace_period,8,28,5,1125,2,10.0,2019-03-07,Shane & Nicole,6,2019-03-07,332,-73.98671,40.68361
5 min from MTR - Bright and Cozy apt @Sai Ying Pun,Hong Kong,Apartment,652,Entire home/apt,1,1,2,moderate,27,3,50,1125,1,9.0,2019-03-11,William,2,2019-03-11,0,114.14154,22.28531
Garden studio with own bathroom,Australia,Cabin,70,Private room,1,1,2,strict_14_with_grace_period,175,4,10,28,1,9.0,2019-03-07,Susan,2,2019-03-07,0,151.16088,-33.87968
Ocean Blue Room,United States,House,30,Private room,1,2,2,strict_14_with_grace_period,99,1,20,1125,1,9.0,2019-03-07,Joe,2,2019-03-07,169,-73.86017,40.7265
Enjoyable Room in unforgettable  Location: SOHO,United States,Apartment,80,Private room,1,1,1,strict_14_with_grace_period,14,40,20,1125,1,9.0,2019-03-07,Maja,6,2019-03-07,212,-74.00602,40.72871
Central Flat in Şişli,Turkey,Apartment,105,Entire home/apt,1,2,2,flexible,0,10,0,30,1,0.0,2019-02-18,Burcu,1,2019-02-18,0,28.98598,41.0619
Sua casa no Rio de Janeiro,Brazil,Apartment,250,Entire home/apt,1,1,4,strict_14_with_grace_period,3,3,0,90,1,8.0,2019-02-11,Leonardo,2,2019-02-11,0,-43.359283615635476,-22.97147838667731
Beautiful and Ridiculously Spacious Master Bedroom,United States,Apartment,53,Private room,1,2,4,flexible,0,2,0,1125,1,0.0,2019-03-06,Yana,1,2019-03-06,0,-73.95848,40.65221
Temple Street Private Double 606,Hong Kong,Boutique hotel,298,Private room,1,1,2,strict_14_with_grace_period,19,1,0,1125,1,7.0,2019-03-11,May,26,2019-03-11,173,114.1696,22.3062
Bondi Beach Pad,Australia,Apartment,350,Entire home/apt,2,3,7,strict_14_with_grace_period,2,3,50,1125,3,9.0,2019-03-07,Natalie,1,2019-03-07,18,151.28557,-33.8906
Les portes jaunes,Canada,House,229,Entire home/apt,3,3,6,strict_14_with_grace_period,11,3,0,1125,1,10.0,2019-03-11,Jean-François,1,2019-03-11,0,-73.57912,45.52563
時代廣場和銅鑼灣地鐵站樓上 Above Causeway Bay MTR/Times Square,Hong Kong,Apartment,502,Private room,1,1,2,strict_14_with_grace_period,82,1,50,1125,1,9.0,2019-03-11,Stefanie,20,2019-03-11,0,114.1827,22.27967
Apartamento de 30m2 no coração de Santa Teresa,Brazil,Loft,149,Entire home/apt,1,1,2,flexible,10,2,0,1125,1,9.0,2019-02-11,Raul,2,2019-02-11,84,-43.186237638042314,-22.92034085089729
Quarto em casa de família fitness,Brazil,House,149,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-02-11,Marcelo,1,2019-02-11,179,-43.25762887864307,-22.92651347983792
Portobello Manly Beach (Apartment #1),Australia,Apartment,449,Entire home/apt,3,4,6,strict_14_with_grace_period,66,3,50,1125,6,10.0,2019-03-07,Anita,4,2019-03-07,250,151.29014,-33.79971
Clérigos 1 or 2 guests (2 singles beds ) small,Portugal,Apartment,25,Entire home/apt,0,2,2,moderate,308,1,15,60,1,9.0,2019-02-16,Mário,14,2019-02-16,312,-8.61344,41.14459
The Aloha Suite,United States,Guesthouse,59,Entire home/apt,1,1,4,strict_14_with_grace_period,36,1,10,1125,2,10.0,2019-03-06,Alan & Lori,1,2019-03-06,314,-154.93676,19.58918
Suite clássica,Brazil,House,179,Private room,1,1,2,strict_14_with_grace_period,0,1,40,1125,1,0.0,2019-02-11,Amelia,5,2019-02-11,351,-43.27850583750903,-22.901822681908264
Gran Via De Luxe 5* DaysinBarcelona,Spain,Apartment,494,Entire home/apt,5,7,10,strict_14_with_grace_period,55,2,50,30,2,10.0,2019-03-08,Jordi,19,2019-03-08,357,2.17427,41.3953
Studio WBwGG,Portugal,House,35,Private room,1,1,2,moderate,59,2,0,1125,1,10.0,2019-02-16,Alexandra,1,2019-02-16,359,-8.58926,41.15543
Habitación Gayfriendly l'Eixample,Spain,Apartment,60,Private room,1,1,2,moderate,0,1,0,1125,1,0.0,2019-03-08,Diego,1,2019-03-08,179,2.15199,41.379
Flat Maravilhoso★★★★★ 2 Quadras da Praia do Leblon,Brazil,Serviced apartment,1000,Entire home/apt,1,1,4,strict_14_with_grace_period,2,1,100,31,2,10.0,2019-02-11,Maria,20,2019-02-11,89,-43.21778416058226,-22.983816116800234
Lindo quarto a uma quadra da praia!,Brazil,Apartment,261,Private room,1,1,2,strict_14_with_grace_period,40,2,0,1125,1,10.0,2019-02-11,Gleice,1,2019-02-11,79,-43.17431210427382,-22.962354805257558
Brightly lit double room in a great location.,Australia,Apartment,151,Private room,1,1,1,flexible,0,5,0,1125,1,0.0,2019-03-07,Wallace,1,2019-03-07,0,151.23079,-33.88789
True East Village Art Filled 2 Bedroom with Garden,United States,Apartment,285,Entire home/apt,2,2,5,strict_14_with_grace_period,66,3,35,1125,4,9.0,2019-03-07,Nickeesa,1,2019-03-07,118,-73.9855,40.72254
Brooklyn home.  Comfort and clean. Liguria room.,United States,Townhouse,49,Private room,1,2,8,moderate,18,1,35,1125,1,10.0,2019-03-07,John,6,2019-03-07,356,-73.97382,40.60877
Aluguel casa em Buzios,Brazil,House,280,Entire home/apt,2,2,6,flexible,0,2,50,1125,1,0.0,2019-02-11,Ludmila,1,2019-02-11,361,-43.17497935352334,-22.918787016235836
"温暖的小房间,近香港科技大學｡close to HKUST",Hong Kong,Townhouse,377,Private room,1,1,1,moderate,12,3,100,1125,1,10.0,2019-03-11,Michelle,2,2019-03-11,283,114.24231,22.35633
*~ADORABLE 1 BD NOLITA APT — CENTRAL DOWNTOWN~*,United States,Apartment,100,Entire home/apt,1,1,3,strict_14_with_grace_period,5,32,0,365,1,8.0,2019-03-07,Sam,5,2019-03-07,352,-73.99703,40.71976
Trendy and spacious NEW LOFT,Hong Kong,Loft,754,Entire home/apt,1,1,3,strict_14_with_grace_period,14,2,300,15,2,10.0,2019-03-11,Alessandro,1,2019-03-11,307,114.12663,22.28314
Thelonious Monk room at The Harlem Townhouse,United States,Guesthouse,58,Private room,1,1,2,strict_14_with_grace_period,62,2,50,1125,2,10.0,2019-03-07,René,4,2019-03-07,256,-73.95151,40.80754
Backpackers Dream @ The Funky Loft with Breakfast,United States,Loft,70,Private room,1,1,1,strict_14_with_grace_period,147,3,0,8,1,10.0,2019-03-07,Marcella & Maya,3,2019-03-07,122,-73.92351,40.69652
Bed and breakfast close to Barra beach,Brazil,Bed and breakfast,295,Private room,2,4,4,flexible,0,3,0,5,1,0.0,2019-02-11,Maria And Hanno,1,2019-02-11,180,-43.310834130410186,-22.98728343548051
The Porto Concierge - Marques House | 402,Portugal,House,50,Private room,1,1,2,moderate,8,2,0,1125,1,9.0,2019-02-16,Beatriz,14,2019-02-16,358,-8.60725,41.16119
Cozy Granny Flat,Australia,House,115,Entire home/apt,1,2,4,moderate,72,1,20,1125,2,10.0,2019-03-07,George And Lucia,1,2019-03-07,105,151.1014,-33.93378
Private  suite,United States,Guest suite,90,Entire home/apt,1,3,4,strict_14_with_grace_period,22,1,20,15,4,9.0,2019-03-07,Irisha,6,2019-03-07,365,-73.78707,40.74227
Sagrada Familia Butterfly,Spain,Apartment,108,Entire home/apt,3,4,7,flexible,8,2,20,360,4,10.0,2019-03-08,Guillermo,49,2019-03-08,251,2.17724,41.40955
Relaxing Stylish Room near Train and Attractions,United States,Apartment,103,Private room,1,1,2,strict_14_with_grace_period,61,5,20,365,1,10.0,2019-03-07,Daniel,3,2019-03-07,209,-74.00139,40.74462
"近新Rockdale一房一厅,近火车站,有停车位,近机场,可接送机",Australia,Apartment,635,Private room,1,1,2,moderate,0,2,0,1125,1,0.0,2019-03-07,Xiuzhi,2,2019-03-07,89,151.13905,-33.95362
Apartamento T1 Kit,Portugal,Apartment,100,Entire home/apt,1,1,2,strict_14_with_grace_period,36,4,0,8,1,10.0,2019-02-16,Marta,1,2019-02-16,358,-8.59347,41.15075
Cedofeitadream,Portugal,Apartment,90,Entire home/apt,2,4,5,flexible,28,2,15,90,4,10.0,2019-02-16,Alexandra,1,2019-02-16,337,-8.61536,41.15516
Le Plateau Mont-Royal et ses très célèbres charmes,Canada,Apartment,110,Entire home/apt,1,1,2,strict_14_with_grace_period,3,1,0,6,1,8.0,2019-03-11,Gabriel,1,2019-03-11,46,-73.58595,45.51881
Maui Kamaole 1BR Ocean View Front Row Condo,United States,Condominium,442,Entire home/apt,1,1,4,strict_14_with_grace_period,0,4,0,1124,1,0.0,2019-03-06,Condominium Rentals Hawaii,294,2019-03-06,174,-156.44235,20.70952
Charming Fontainhas flat,Portugal,Apartment,50,Entire home/apt,1,1,2,flexible,13,2,0,1125,1,9.0,2019-02-16,Alina,2,2019-02-16,354,-8.60372,41.14446
Near the center and the airport . Double room,Spain,Apartment,30,Private room,1,1,2,strict_14_with_grace_period,74,2,0,1125,1,9.0,2019-03-08,Gigi,2,2019-03-08,28,2.13445,41.36859
Modern refurbished flat in Gracia,Spain,Apartment,150,Entire home/apt,1,1,2,flexible,4,3,0,1125,1,9.0,2019-03-08,Ariadna,1,2019-03-08,18,2.16747,41.40354
Studio au cœur de Montréal à 15 min DOWNTOWN!!!!!,Canada,Apartment,50,Entire home/apt,0,2,3,strict_14_with_grace_period,50,1,20,1125,2,10.0,2019-03-11,Janie,1,2019-03-11,12,-73.61084,45.55447
Single Room(No Window),Hong Kong,Guest suite,251,Private room,1,1,1,strict_14_with_grace_period,13,3,100,30,1,9.0,2019-03-11,Jim,15,2019-03-11,81,114.17222,22.31859
"Cozy 1BD near JFK, Beach, Subway, Buses, & Kitchen",United States,House,35,Private room,1,1,2,strict_14_with_grace_period,57,1,20,45,1,10.0,2019-03-07,Francisca,2,2019-03-07,108,-73.76032,40.59745
LAST CALL MWC - Bedroom w/ private wc and balcony,Spain,Apartment,130,Private room,1,1,2,moderate,0,3,0,7,1,0.0,2019-03-08,Diego,1,2019-03-08,89,2.15993,41.37338
Clean and Comfortable,United States,Apartment,75,Entire home/apt,0,1,2,moderate,137,1,20,1125,1,10.0,2019-03-07,Liza,1,2019-03-07,309,-73.93725,40.72214
Warm and Bright Studio in Hollywood Rd Sheung Wan,Hong Kong,Apartment,699,Entire home/apt,0,1,2,strict_14_with_grace_period,25,4,150,1125,2,9.0,2019-03-11,James,2,2019-03-11,0,114.14856,22.28627
Hilo/Papa'ikou--Hale Melia,United States,House,60,Private room,1,1,2,strict_14_with_grace_period,102,1,0,31,1,10.0,2019-03-06,Glenn And Mary,1,2019-03-06,278,-155.09196,19.7832
Double room with private WC and balcony São Bento,Portugal,Guest suite,21,Private room,1,1,2,flexible,94,2,11,1125,1,9.0,2019-02-16,Vitor,7,2019-02-16,212,-8.6112,41.14615
Private room w/private bathroom near Central Park!,United States,Apartment,95,Private room,1,1,2,strict_14_with_grace_period,2,2,50,1125,1,10.0,2019-03-06,Banu,1,2019-03-06,0,-73.95965,40.76875
Cozy Home - 5 pax 2BR City Centre 1 min to Metro,Hong Kong,Apartment,981,Entire home/apt,2,3,5,strict_14_with_grace_period,97,1,180,1125,3,10.0,2019-03-11,Jj,18,2019-03-11,0,114.17455,22.2993
Lovely room in design apartment in Plaza España,Spain,Apartment,60,Private room,1,1,1,flexible,4,1,10,10,2,10.0,2019-03-08,Alena,1,2019-03-08,334,2.14606,41.3708
"Chelsea NYC luxury 2 bed/2 bath, garden apt",United States,Apartment,555,Entire home/apt,2,2,4,strict_14_with_grace_period,100,3,0,29,1,10.0,2019-03-07,Kris,2,2019-03-07,158,-73.99729,40.74188
Gorgeous Studio & Balcony Garden @ THE MOTHERSHIP,United States,Apartment,150,Entire home/apt,1,1,2,strict_14_with_grace_period,10,14,20,28,1,9.0,2019-03-07,Gaia,1,2019-03-07,66,-73.9314,40.76752
Duplex apartment with garden,United States,Apartment,439,Entire home/apt,2,3,7,strict_14_with_grace_period,67,3,40,1125,4,9.0,2019-03-07,Francesca,2,2019-03-07,175,-73.96683,40.79086
Charming place on the hippest street in NYC,United States,Apartment,175,Entire home/apt,0,1,2,strict_14_with_grace_period,32,4,0,9,1,10.0,2019-03-06,Annie,1,2019-03-06,0,-73.98159,40.72713
"Stylish, relaxing, super convenient",Australia,Apartment,85,Private room,1,1,2,moderate,0,20,0,22,1,0.0,2019-03-07,Setare,1,2019-03-07,0,151.21217,-33.8455
Sendme2Portugal @Apart. Eusébio - Estação S.Bento,Portugal,Apartment,70,Entire home/apt,1,2,3,strict_14_with_grace_period,3,2,10,31,2,10.0,2019-02-16,"Sendme2Portugal, Lda",9,2019-02-16,323,-8.6095,41.14386
Large 6 Bedroom Apartment in Plateau + sunroom,Canada,Apartment,180,Entire home/apt,6,6,12,strict_14_with_grace_period,5,3,25,61,6,8.0,2019-03-11,Mano,44,2019-03-11,118,-73.59153,45.52026
Stunning Bondi Beach Apartment (With Garage)!!!!,Australia,Apartment,260,Entire home/apt,2,3,6,strict_14_with_grace_period,14,5,40,1124,4,10.0,2019-03-07,Lynne,1,2019-03-07,1,151.26711,-33.88795
MAR 402 Tres habitaciones junto a la Playa,Spain,Apartment,400,Entire home/apt,3,5,8,strict_14_with_grace_period,14,2,0,1125,1,9.0,2019-03-08,Ceci,12,2019-03-08,290,2.20132,41.39454
ótimo quarto em ambiente tranquilo e aconchegante,Brazil,Apartment,101,Private room,1,1,1,flexible,25,1,50,30,1,10.0,2019-02-11,Isabel,1,2019-02-11,322,-43.393156888160256,-22.97052913712613
Beautiful apartment AG905,Brazil,Apartment,190,Entire home/apt,1,2,5,strict_14_with_grace_period,24,3,0,1125,1,9.0,2019-02-11,Diogo Rio Habitat,22,2019-02-11,0,-43.19129998462068,-22.979469535604895
One Bedroom In New Luxury Building,United States,Apartment,95,Entire home/apt,1,1,2,flexible,3,1,0,1125,1,10.0,2019-03-06,Sam,1,2019-03-06,0,-73.98976,40.67873
"Cozy flat,elevator, good location,man-mo temple",Hong Kong,Apartment,699,Shared room,1,1,2,flexible,0,5,0,1125,1,0.0,2019-03-11,Lumioula,1,2019-03-11,0,114.14722,22.28654
"Casa em vila piscatória, Afurada - 1 piso",Portugal,Apartment,60,Entire home/apt,2,4,6,strict_14_with_grace_period,2,2,10,1125,1,8.0,2019-02-16,Joao,2,2019-02-16,318,-8.64618,41.14411
Magnifique Appart Plateau Mont-Royal,Canada,Apartment,140,Entire home/apt,2,2,4,moderate,4,29,0,40,1,10.0,2019-03-11,Luc,1,2019-03-11,36,-73.58194,45.53002
"Caliu, Friendly Rentals",Spain,Apartment,165,Entire home/apt,4,7,10,strict_14_with_grace_period,20,1,0,27,10,9.0,2019-03-08,Claudia,508,2019-03-08,226,2.16414,41.39654
"Dali IV, Friendly Rentals",Spain,Apartment,60,Entire home/apt,1,3,4,strict_14_with_grace_period,35,1,0,27,4,9.0,2019-03-08,Claudia,508,2019-03-08,220,2.1805,41.38044
"Family Vacation in NYC, Close to the City!",United States,House,160,Entire home/apt,2,3,6,strict_14_with_grace_period,45,2,20,15,4,10.0,2019-03-07,Savannah,2,2019-03-07,0,-73.92662,40.68445
RENOVATED STUDIO in Astoria!!! 15mins to the city,United States,Apartment,99,Entire home/apt,0,2,3,moderate,57,3,30,1125,2,9.0,2019-03-07,Yauheniya,1,2019-03-07,266,-73.91581,40.75748
"Central, Spacious, Safe, Seaside Flat",Turkey,Apartment,200,Entire home/apt,2,2,4,flexible,0,4,0,40,1,0.0,2019-02-18,Caroline,1,2019-02-18,0,29.04148,40.97781
La vraie vie de quartier à Montréal,Canada,House,75,Entire home/apt,0,2,2,moderate,20,5,20,90,2,10.0,2019-03-11,Catherine,1,2019-03-11,223,-73.60306,45.54571
Sunny Born with Balcony,Spain,Apartment,90,Entire home/apt,1,2,4,flexible,2,32,0,1125,1,9.0,2019-03-08,Emilia,16,2019-03-08,267,2.18081,41.38741
Cosy old charm 1Bdrm Home. Close to Transport,Australia,Townhouse,109,Entire home/apt,1,2,4,flexible,74,1,10,1125,2,10.0,2019-03-07,Christine & Patrick,2,2019-03-07,144,151.13553,-33.9069
SLEEP TO THE SOUNDS OF THE OCEAN,United States,Villa,85,Private room,1,1,2,strict_14_with_grace_period,95,30,15,1125,1,10.0,2019-03-06,Will,5,2019-03-06,359,-157.74346,21.28435
Private Room & King Size Bed (Eixample),Spain,Apartment,60,Private room,1,1,2,strict_14_with_grace_period,20,1,65,1125,2,9.0,2019-03-08,Jose Maria,1,2019-03-08,311,2.15955,41.38006
Exterior room with double bed and terrace!!,Spain,Serviced apartment,31,Private room,1,1,1,strict_14_with_grace_period,0,32,15,180,1,0.0,2019-03-08,Igor,77,2019-03-08,245,2.16109,41.39727
The Lighthouse @ Iluka Resort Apartments,Australia,Apartment,300,Entire home/apt,2,4,4,super_strict_60,0,2,0,90,4,0.0,2019-03-07,Beach Stays Australia,50,2019-03-07,298,151.31928,-33.60002
Large 2 Bedroom Apartment close to Bondi Beach,Australia,Apartment,188,Entire home/apt,2,2,4,flexible,2,3,0,1125,1,9.0,2019-03-07,Joe,2,2019-03-07,0,151.28176,-33.88274
Spacious Private Bedroom super close to METRO&CITY,Canada,Apartment,27,Private room,1,1,2,strict_14_with_grace_period,39,9,20,365,1,10.0,2019-03-11,Ioni,1,2019-03-11,132,-73.63598,45.48981
"Plaza Catalunya V, Friendly Rentals",Spain,Apartment,99,Entire home/apt,2,3,6,strict_14_with_grace_period,7,1,0,27,6,10.0,2019-03-08,Claudia,508,2019-03-08,264,2.17062,41.38947
Loft with balcony and view of Casa da Música PORTO,Portugal,Loft,75,Entire home/apt,1,2,4,moderate,31,3,0,1125,1,10.0,2019-02-16,Alexandre,4,2019-02-16,361,-8.65701,41.16304
Single room: idealy for student or 1 traveler,Canada,Apartment,19,Private room,1,1,1,flexible,22,1,10,1125,1,8.0,2019-03-11,Caroline,4,2019-03-11,310,-73.51038,45.60982
Comfortable Room (2) at Affordable Rates,United States,Hostel,45,Private room,1,1,1,moderate,71,1,10,1125,1,8.0,2019-03-06,Katherine,8,2019-03-06,54,-157.83889,21.29776
Conjugado,Brazil,Apartment,119,Private room,1,1,2,flexible,0,2,0,5,1,0.0,2019-02-11,Luciana,1,2019-02-11,0,-43.23802106959854,-22.924778184222212
Quarto - ap com vista pro mar e Cristo,Brazil,Apartment,149,Private room,2,2,2,flexible,5,1,0,1125,1,9.0,2019-02-11,Paula,9,2019-02-11,354,-43.183799622099244,-22.97074979113192
Peaceful Retreat less than 10mn from ferry,Hong Kong,Apartment,620,Entire home/apt,1,1,2,moderate,7,4,0,1125,1,10.0,2019-03-11,Antoine,1,2019-03-11,0,114.11165,22.22789
Cute Room in Upper West Side (FEMALES ONLY),United States,Apartment,75,Private room,1,1,1,strict_14_with_grace_period,19,1,0,1125,1,10.0,2019-03-06,Ana,1,2019-03-06,0,-73.96765,40.79917
"Whole apartment,w/balconies. Close to airport",Australia,Condominium,129,Entire home/apt,1,2,2,strict_14_with_grace_period,2,10,0,21,1,10.0,2019-03-07,Keith,1,2019-03-07,22,151.20752,-33.90408
"Beautiful studio, amazing location!",Hong Kong,Apartment,997,Entire home/apt,0,1,3,moderate,24,1,300,1125,2,9.0,2019-03-11,Katya,1,2019-03-11,81,114.15399,22.28259
Bright room in sagrada familia,Spain,Apartment,15,Private room,1,2,2,strict_14_with_grace_period,124,5,5,100,1,9.0,2019-03-08,Jeremy,3,2019-03-08,148,2.18156,41.40431
Private Room in Brooklyn Brownstone,United States,Apartment,39,Private room,1,1,2,flexible,2,2,0,14,1,8.0,2019-03-06,Hallie,1,2019-03-06,0,-73.93722,40.68119
Nice and Big Room Next to Trump Towers,Turkey,Apartment,179,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Gozde,1,2019-02-18,0,28.99178,41.06969
SUÍTE COM ENTRADA PRIVATIVA Ipanema / Carnaval,Brazil,Apartment,213,Private room,1,1,2,strict_14_with_grace_period,1,3,0,1125,1,10.0,2019-02-11,Katia Regina,2,2019-02-11,315,-43.200996074358265,-22.98475671168834
Cozy home away from home,United States,House,50,Private room,1,2,3,strict_14_with_grace_period,62,1,15,7,2,10.0,2019-03-07,Linelle,1,2019-03-07,314,-73.77373,40.5938
Apartamento no Flamengo para temporadas,Brazil,Apartment,280,Entire home/apt,2,2,4,strict_14_with_grace_period,21,2,35,90,2,10.0,2019-02-11,Paulo Cesar,1,2019-02-11,25,-43.17626099130814,-22.936863049759772
2295 - AB Aragó Apartment2-D - Sleek Apartment with a Communal Terrace in Eixample,Spain,Apartment,450,Entire home/apt,2,4,4,moderate,26,2,0,330,2,9.0,2019-03-08,Eva&Jacques,203,2019-03-08,330,2.15649,41.38545
"2427 - AB Plaça Catalunya 3-4 - Luxury 2-Bedroom Apartment, Steps from Plaça de Catalunya",Spain,Apartment,500,Entire home/apt,2,4,6,moderate,19,3,0,330,6,9.0,2019-03-08,Eva&Jacques,203,2019-03-08,337,2.17109,41.38767
Nice apartment in Plaça Reial for long stay,Spain,Serviced apartment,60,Entire home/apt,2,2,3,strict_14_with_grace_period,0,32,20,360,1,0.0,2019-03-08,Carlotta,11,2019-03-08,165,2.17611,41.37962
A cute house in 4Levent,Turkey,Apartment,475,Private room,1,1,1,flexible,0,1,53,10,1,0.0,2019-02-18,Kardelen,1,2019-02-18,83,29.0046,41.08719
2 Bedroom Ocean Front Condo in Honokowai - Sleeps 6 - Hale Mahina #B404,United States,Condominium,269,Entire home/apt,2,4,6,super_strict_60,1,5,0,28,6,10.0,2019-03-06,Mindy,183,2019-03-06,166,-156.6836,20.96104
Brownstone with farmhouse charm,United States,Apartment,90,Entire home/apt,1,1,3,strict_14_with_grace_period,8,4,25,1125,2,10.0,2019-03-07,Corinne,1,2019-03-07,9,-73.94071,40.67438
Quiet Bamboo Room next to the beach,United States,Apartment,80,Private room,1,1,2,strict_14_with_grace_period,33,2,10,30,1,9.0,2019-03-06,Kathleen,2,2019-03-06,135,-155.97974,19.61383
Rosita House,Portugal,Serviced apartment,50,Entire home/apt,1,4,4,flexible,86,1,7,30,2,9.0,2019-02-16,Vanessa,4,2019-02-16,147,-8.61297,41.14976
ATAŞEHİR VARYAP MERİDİAN 50. KAT MANZARALI SUITE,Turkey,Serviced apartment,269,Entire home/apt,0,2,3,strict_14_with_grace_period,45,1,89,1125,2,9.0,2019-02-18,Emre,9,2019-02-18,363,29.10406,41.0009
"Aluguer Quarto ""2"" (Casa) Balasar, Póvoa de Varzim",Portugal,House,20,Private room,1,1,2,moderate,21,1,0,1125,1,9.0,2019-02-16,Joaquim,2,2019-02-16,355,-8.63503,41.41101
Superb apartment on the water at Balmain,Australia,Apartment,181,Private room,1,1,2,flexible,0,21,0,40,1,0.0,2019-03-07,Kim,1,2019-03-07,0,151.18602,-33.85905
ALUGO APARTAMENTO POR MÍNIMO 3 DIAS,Brazil,Apartment,172,Entire home/apt,2,3,3,flexible,6,3,0,15,1,9.0,2019-02-11,Nilza,1,2019-02-11,84,-43.18334268601122,-22.915303227027348
2294 - AB Aragó Apartment 2-C - Central Apartment with a Communal Terrace in Eixample,Spain,Apartment,500,Entire home/apt,2,5,6,moderate,17,2,0,330,6,8.0,2019-03-08,Eva&Jacques,203,2019-03-08,352,2.15576,41.3856
Rosemont :) Big Cozy Room,Canada,Condominium,36,Private room,1,1,2,moderate,24,2,20,1125,1,10.0,2019-03-11,Dominic,2,2019-03-11,221,-73.58724,45.54516
Free Parking! North Star Flats@Ribeira & Cellars 1,Portugal,Apartment,45,Entire home/apt,1,4,4,strict_14_with_grace_period,92,2,10,1125,2,10.0,2019-02-16,Maria Fernando,7,2019-02-16,296,-8.61351,41.1375
Algasol,Portugal,Apartment,31,Entire home/apt,1,2,4,flexible,5,6,0,1125,1,8.0,2019-02-16,Natalia,1,2019-02-16,181,-8.77622,41.39641
Affordable Guest Room,United States,Boutique hotel,166,Private room,1,1,2,strict_14_with_grace_period,1,3,0,30,1,10.0,2019-03-06,Maria,13,2019-03-06,240,-158.04346,21.6681
Convenient located one bedroom unit,Australia,Apartment,97,Entire home/apt,1,1,2,moderate,18,2,0,25,1,10.0,2019-03-07,Agnes,1,2019-03-07,26,151.20201,-33.89304
Copacabana Dream - A Tropical Vacation,Brazil,Apartment,71,Private room,1,1,2,flexible,18,3,0,15,1,10.0,2019-02-11,Sonia Florentino,1,2019-02-11,298,-43.190458778122746,-22.976553790512785
Friendly & Conveniently Home at Bondi Junction,Australia,House,58,Private room,1,1,1,moderate,25,2,25,30,1,10.0,2019-03-07,Allen,2,2019-03-07,0,151.24273,-33.89401
AP No RIO2,Brazil,Apartment,1999,Entire home/apt,1,2,4,flexible,0,1,0,1109,1,0.0,2019-02-11,Felipe,1,2019-02-11,365,-43.386025806121175,-22.967550163112072
Coração do Rio de Janeiro conforto,Brazil,Apartment,119,Entire home/apt,1,1,4,moderate,4,1,0,1125,1,10.0,2019-02-11,Maria De Fátima,8,2019-02-11,81,-43.17465551590793,-22.907119954309604
Elegant quiet luxury home at Bondi,Australia,House,695,Entire home/apt,4,4,7,strict_14_with_grace_period,5,5,0,21,1,10.0,2019-03-07,Jessica,1,2019-03-07,356,151.26359,-33.89488
Bright and quiet bedroom - heart of Mile End,Canada,Apartment,44,Private room,1,1,2,moderate,92,1,12,30,1,10.0,2019-03-11,Fanny,1,2019-03-11,0,-73.5954,45.52042
"Big, bright, and beautiful bedroom!",United States,Apartment,100,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-03-07,Ryann,1,2019-03-07,189,-73.92628,40.68171
Gorgeous Boutique Hotel Room in Taksim #8,Turkey,Boutique hotel,179,Private room,1,1,2,flexible,1,2,0,1125,1,10.0,2019-02-18,Savas,13,2019-02-18,346,28.98641,41.04177
St Hubert street luxury 2 bedroom dream Loft,Canada,House,199,Entire home/apt,2,2,4,strict_14_with_grace_period,140,1,50,365,4,10.0,2019-03-11,Doris Mel,4,2019-03-11,330,-73.60038,45.53488
BONDI BEACH APARTMENT - SEA VIEWS,Australia,Apartment,181,Entire home/apt,2,2,4,flexible,1,2,0,1125,1,10.0,2019-03-07,James,1,2019-03-07,0,151.27108,-33.8957
"Newtown: comfort, character and charm",Australia,House,65,Private room,1,1,1,strict_14_with_grace_period,3,1,0,1125,1,10.0,2019-03-07,Matt,2,2019-03-07,0,151.17845,-33.90528
Romantic Studio at the Wine Cellars,Portugal,Apartment,45,Entire home/apt,0,1,2,moderate,73,2,0,1125,1,10.0,2019-02-16,Gisela,3,2019-02-16,324,-8.61219,41.13824
Luminoso y renovado apart. en Arco del Triunfo,Spain,Apartment,70,Entire home/apt,4,4,5,strict_14_with_grace_period,1,32,0,1125,1,4.0,2019-03-08,Michele,18,2019-03-08,226,2.18007,41.39427
